timetag,sensor,service,PID,param_A,param_B,calc_value
465823,InstFuelRate_custom,0X0,0X0,0,0,0.78
465823,AvgFuelRate_custom,0X0,0X0,0,0,inf
465823,BoostPress_custom,0X0,0X0,0,0,-5.00
465908,CoolantTemp,0X1,0X5,146,0,106.00
465983,OilTemp,0X22,0X5822,167,0,107.00
466059,OilPress,0X22,0X586f,2997,0,10976.00
466140,FuelPress,0X1,0X23,692,0,1771621.00
466219,MAP,0X1,0Xb,96,0,96.00
466441,BaroPress,0X1,0X33,0,0,101.00
466520,RunTime,0X1,0X1f,496,0,496.00
466668,AFR,0X1,0X44,0,0,1.00
466744,MAF,0X1,0X10,870,0,2228.00
466830,RPM,0X1,0Xc,0,0,2101.00
466910,EngineLoad,0X1,0X4,0,0,17.25
466910,InstFuelRate_custom,0X0,0X0,0,0,0.72
466910,AvgFuelRate_custom,0X0,0X0,0,0,inf
466910,BoostPress_custom,0X0,0X0,0,0,-5.00
467001,CoolantTemp,0X1,0X5,146,0,106.00
467081,OilTemp,0X22,0X5822,167,0,107.00
467161,OilPress,0X22,0X586f,2926,0,10713.00
467253,FuelPress,0X1,0X23,687,0,1758821.00
467338,MAP,0X1,0Xb,96,0,96.00
467663,BaroPress,0X1,0X33,0,0,101.00
467749,RunTime,0X1,0X1f,497,0,497.00
467818,AFR,0X1,0X44,0,0,1.00
467893,MAF,0X1,0X10,912,0,2335.00
467974,RPM,0X1,0Xc,0,0,2105.00
468053,EngineLoad,0X1,0X4,0,0,19.22
468054,InstFuelRate_custom,0X0,0X0,0,0,0.75
468054,AvgFuelRate_custom,0X0,0X0,0,0,inf
468054,BoostPress_custom,0X0,0X0,0,0,-5.00
468138,CoolantTemp,0X1,0X5,146,0,106.00
468213,OilTemp,0X22,0X5822,167,0,107.00
468289,OilPress,0X22,0X586f,2842,0,10403.00
468369,FuelPress,0X1,0X23,712,0,1822821.00
468438,MAP,0X1,0Xb,97,0,97.00
468743,BaroPress,0X1,0X33,0,0,101.00
468823,RunTime,0X1,0X1f,498,0,498.00
468903,AFR,0X1,0X44,0,0,1.00
468978,MAF,0X1,0X10,1028,0,2632.00
469053,RPM,0X1,0Xc,0,0,2112.50
469128,EngineLoad,0X1,0X4,0,0,20.78
469129,InstFuelRate_custom,0X0,0X0,0,0,inf
469129,AvgFuelRate_custom,0X0,0X0,0,0,inf
469129,BoostPress_custom,0X0,0X0,0,0,-4.00
469208,CoolantTemp,0X1,0X5,146,0,106.00
469293,OilTemp,0X22,0X5822,167,0,107.00
469369,OilPress,0X22,0X586f,2847,0,10421.00
469449,FuelPress,0X1,0X23,744,0,1904741.00
469518,MAP,0X1,0Xb,97,0,97.00
469672,BaroPress,0X1,0X33,0,0,101.00
469752,RunTime,0X1,0X1f,499,0,499.00
469912,AFR,0X1,0X44,0,0,1.00
469998,MAF,0X1,0X10,1056,0,2704.00
470074,RPM,0X1,0Xc,0,0,2130.50
470154,EngineLoad,0X1,0X4,0,0,21.18
470154,InstFuelRate_custom,0X0,0X0,0,0,0.87
470154,AvgFuelRate_custom,0X0,0X0,0,0,inf
470154,BoostPress_custom,0X0,0X0,0,0,-4.00
470238,CoolantTemp,0X1,0X5,146,0,106.00
470320,OilTemp,0X22,0X5822,167,0,107.00
470401,OilPress,0X22,0X586f,2925,0,10710.00
470469,FuelPress,0X1,0X23,744,0,1904741.00
470538,MAP,0X1,0Xb,96,0,96.00
470618,BaroPress,0X1,0X33,0,0,101.00
470688,RunTime,0X1,0X1f,500,0,500.00
470843,AFR,0X1,0X44,0,0,1.00
470922,MAF,0X1,0X10,1089,0,2788.00
471003,RPM,0X1,0Xc,0,0,2141.50
471083,EngineLoad,0X1,0X4,0,0,21.57
471083,InstFuelRate_custom,0X0,0X0,0,0,0.90
471083,AvgFuelRate_custom,0X0,0X0,0,0,inf
471083,BoostPress_custom,0X0,0X0,0,0,-5.00
471168,CoolantTemp,0X1,0X5,146,0,106.00
471243,OilTemp,0X22,0X5822,167,0,107.00
471324,OilPress,0X22,0X586f,3007,0,11013.00
471398,FuelPress,0X1,0X23,747,0,1912421.00
471473,MAP,0X1,0Xb,96,0,96.00
471548,BaroPress,0X1,0X33,0,0,101.00
471634,RunTime,0X1,0X1f,501,0,501.00
471709,AFR,0X1,0X44,0,0,1.00
471778,MAF,0X1,0X10,1159,0,2968.00
471864,RPM,0X1,0Xc,0,0,2153.00
471938,EngineLoad,0X1,0X4,0,0,21.57
471938,InstFuelRate_custom,0X0,0X0,0,0,0.96
471938,AvgFuelRate_custom,0X0,0X0,0,0,inf
471938,BoostPress_custom,0X0,0X0,0,0,-5.00
472023,CoolantTemp,0X1,0X5,146,0,106.00
472104,OilTemp,0X22,0X5822,167,0,107.00
472179,OilPress,0X22,0X586f,3083,0,11294.00
472259,FuelPress,0X1,0X23,728,0,1863781.00
472328,MAP,0X1,0Xb,96,0,96.00
472493,BaroPress,0X1,0X33,0,0,101.00
472573,RunTime,0X1,0X1f,502,0,502.00
472894,AFR,0X1,0X44,0,0,1.00
472968,MAF,0X1,0X10,826,0,2115.00
473054,RPM,0X1,0Xc,0,0,2156.00
473128,EngineLoad,0X1,0X4,0,0,15.69
473128,InstFuelRate_custom,0X0,0X0,0,0,0.68
473128,AvgFuelRate_custom,0X0,0X0,0,0,inf
473128,BoostPress_custom,0X0,0X0,0,0,-5.00
473208,CoolantTemp,0X1,0X5,146,0,106.00
473284,OilTemp,0X22,0X5822,167,0,107.00
473359,OilPress,0X22,0X586f,3163,0,11589.00
473428,FuelPress,0X1,0X23,669,0,1712741.00
473503,MAP,0X1,0Xb,96,0,96.00
473731,BaroPress,0X1,0X33,0,0,101.00
473811,RunTime,0X1,0X1f,503,0,503.00
473891,AFR,0X1,0X44,0,0,1.00
473971,MAF,0X1,0X10,973,0,2491.00
474051,RPM,0X1,0Xc,0,0,2163.50
474130,EngineLoad,0X1,0X4,0,0,19.61
474131,InstFuelRate_custom,0X0,0X0,0,0,0.80
474131,AvgFuelRate_custom,0X0,0X0,0,0,inf
474131,BoostPress_custom,0X0,0X0,0,0,-5.00
474221,CoolantTemp,0X1,0X5,146,0,106.00
474301,OilTemp,0X22,0X5822,167,0,107.00
474383,OilPress,0X22,0X586f,3209,0,11759.00
474467,FuelPress,0X1,0X23,734,0,1879141.00
474543,MAP,0X1,0Xb,97,0,97.00
474696,BaroPress,0X1,0X33,0,0,101.00
474773,RunTime,0X1,0X1f,504,0,504.00
474854,AFR,0X1,0X44,0,0,1.00
474950,MAF,0X1,0X10,1159,0,2968.00
475031,RPM,0X1,0Xc,0,0,2175.50
475100,EngineLoad,0X1,0X4,0,0,21.57
475100,InstFuelRate_custom,0X0,0X0,0,0,0.96
475100,AvgFuelRate_custom,0X0,0X0,0,0,inf
475100,BoostPress_custom,0X0,0X0,0,0,-4.00
475178,CoolantTemp,0X1,0X5,146,0,106.00
475243,OilTemp,0X22,0X5822,167,0,107.00
475319,OilPress,0X22,0X586f,3261,0,11951.00
475388,FuelPress,0X1,0X23,758,0,1940581.00
475470,MAP,0X1,0Xb,97,0,97.00
475550,BaroPress,0X1,0X33,0,0,101.00
475630,RunTime,0X1,0X1f,505,0,505.00
476001,AFR,0X1,0X44,0,0,1.00
476080,MAF,0X1,0X10,1153,0,2952.00
476162,RPM,0X1,0Xc,0,0,2186.00
476240,EngineLoad,0X1,0X4,0,0,21.96
476240,InstFuelRate_custom,0X0,0X0,0,0,0.95
476240,AvgFuelRate_custom,0X0,0X0,0,0,inf
476240,BoostPress_custom,0X0,0X0,0,0,-4.00
476319,CoolantTemp,0X1,0X5,146,0,106.00
476389,OilTemp,0X22,0X5822,167,0,107.00
476465,OilPress,0X22,0X586f,3293,0,12070.00
476539,FuelPress,0X1,0X23,769,0,1968741.00
476614,MAP,0X1,0Xb,96,0,96.00
476694,BaroPress,0X1,0X33,0,0,101.00
476770,RunTime,0X1,0X1f,506,0,506.00
477000,AFR,0X1,0X44,0,0,1.00
477079,MAF,0X1,0X10,1062,0,2719.00
477154,RPM,0X1,0Xc,0,0,2196.50
477234,EngineLoad,0X1,0X4,0,0,20.39
477234,InstFuelRate_custom,0X0,0X0,0,0,0.88
477234,AvgFuelRate_custom,0X0,0X0,0,0,inf
477234,BoostPress_custom,0X0,0X0,0,0,-5.00
477320,CoolantTemp,0X1,0X5,146,0,106.00
477401,OilTemp,0X22,0X5822,167,0,107.00
477481,OilPress,0X22,0X586f,3311,0,12136.00
477549,FuelPress,0X1,0X23,720,0,1843301.00
477631,MAP,0X1,0Xb,96,0,96.00
477699,BaroPress,0X1,0X33,0,0,101.00
477774,RunTime,0X1,0X1f,507,0,507.00
477929,AFR,0X1,0X44,0,0,1.00
478010,MAF,0X1,0X10,859,0,2200.00
478090,RPM,0X1,0Xc,0,0,2204.50
478158,EngineLoad,0X1,0X4,0,0,13.73
478159,InstFuelRate_custom,0X0,0X0,0,0,0.71
478159,AvgFuelRate_custom,0X0,0X0,0,0,inf
478159,BoostPress_custom,0X0,0X0,0,0,-5.00
478244,CoolantTemp,0X1,0X5,146,0,106.00
478324,OilTemp,0X22,0X5822,167,0,107.00
478409,OilPress,0X22,0X586f,2998,0,10980.00
478484,FuelPress,0X1,0X23,694,0,1776741.00
478559,MAP,0X1,0Xb,95,0,95.00
478633,BaroPress,0X1,0X33,0,0,101.00
478713,RunTime,0X1,0X1f,508,0,508.00
479489,AFR,0X1,0X44,0,0,2.00
479574,MAF,0X1,0X10,453,0,1160.00
479649,RPM,0X1,0Xc,0,0,2175.00
479728,EngineLoad,0X1,0X4,0,0,16.47
479729,InstFuelRate_custom,0X0,0X0,0,0,0.37
479729,AvgFuelRate_custom,0X0,0X0,0,0,inf
479729,BoostPress_custom,0X0,0X0,0,0,-6.00
479808,CoolantTemp,0X1,0X5,146,0,106.00
479884,OilTemp,0X22,0X5822,167,0,107.00
479959,OilPress,0X22,0X586f,2905,0,10636.00
480040,FuelPress,0X1,0X23,772,0,1976421.00
480120,MAP,0X1,0Xb,97,0,97.00
480188,BaroPress,0X1,0X33,0,0,101.00
480263,RunTime,0X1,0X1f,510,0,510.00
480424,AFR,0X1,0X44,0,0,0.93
480504,MAF,0X1,0X10,1359,0,3480.00
480584,RPM,0X1,0Xc,0,0,2165.00
480663,EngineLoad,0X1,0X4,0,0,23.92
480664,InstFuelRate_custom,0X0,0X0,0,0,inf
480664,AvgFuelRate_custom,0X0,0X0,0,0,inf
480664,BoostPress_custom,0X0,0X0,0,0,-4.00
480748,CoolantTemp,0X1,0X5,146,0,106.00
480828,OilTemp,0X22,0X5822,167,0,107.00
480903,OilPress,0X22,0X586f,3194,0,11704.00
480978,FuelPress,0X1,0X23,840,0,2150501.00
481054,MAP,0X1,0Xb,97,0,97.00
481453,BaroPress,0X1,0X33,0,0,101.00
481534,RunTime,0X1,0X1f,511,0,511.00
481693,AFR,0X1,0X44,0,0,0.90
481768,MAF,0X1,0X10,553,0,1416.00
481843,RPM,0X1,0Xc,0,0,2163.00
481923,EngineLoad,0X1,0X4,0,0,9.41
481924,InstFuelRate_custom,0X0,0X0,0,0,inf
481924,AvgFuelRate_custom,0X0,0X0,0,0,inf
481924,BoostPress_custom,0X0,0X0,0,0,-4.00
482008,CoolantTemp,0X1,0X5,146,0,106.00
482084,OilTemp,0X22,0X5822,167,0,107.00
482159,OilPress,0X22,0X586f,3134,0,11482.00
482229,FuelPress,0X1,0X23,598,0,1530981.00
482303,MAP,0X1,0Xb,95,0,95.00
482531,BaroPress,0X1,0X33,0,0,101.00
482611,RunTime,0X1,0X1f,512,0,512.00
482680,AFR,0X1,0X44,0,0,0.93
482748,MAF,0X1,0X10,637,0,1631.00
482823,RPM,0X1,0Xc,0,0,2147.00
482898,EngineLoad,0X1,0X4,0,0,11.37
482898,InstFuelRate_custom,0X0,0X0,0,0,inf
482898,AvgFuelRate_custom,0X0,0X0,0,0,inf
482899,BoostPress_custom,0X0,0X0,0,0,-6.00
482983,CoolantTemp,0X1,0X5,146,0,106.00
483053,OilTemp,0X22,0X5822,167,0,107.00
483134,OilPress,0X22,0X586f,2955,0,10821.00
483209,FuelPress,0X1,0X23,643,0,1646181.00
483278,MAP,0X1,0Xb,96,0,96.00
483428,BaroPress,0X1,0X33,0,0,101.00
483509,RunTime,0X1,0X1f,513,0,513.00
483739,AFR,0X1,0X44,0,0,2.00
483818,MAF,0X1,0X10,467,0,1196.00
483893,RPM,0X1,0Xc,0,0,2090.00
483968,EngineLoad,0X1,0X4,0,0,8.24
483969,InstFuelRate_custom,0X0,0X0,0,0,0.39
483969,AvgFuelRate_custom,0X0,0X0,0,0,inf
483969,BoostPress_custom,0X0,0X0,0,0,-5.00
484049,CoolantTemp,0X1,0X5,146,0,106.00
484134,OilTemp,0X22,0X5822,167,0,107.00
484213,OilPress,0X22,0X586f,3020,0,11061.00
484293,FuelPress,0X1,0X23,239,0,611941.00
484368,MAP,0X1,0Xb,96,0,96.00
484453,BaroPress,0X1,0X33,0,0,101.00
484534,RunTime,0X1,0X1f,514,0,514.00
484848,AFR,0X1,0X44,0,0,2.00
484928,MAF,0X1,0X10,384,0,984.00
485009,RPM,0X1,0Xc,0,0,1680.00
485090,EngineLoad,0X1,0X4,0,0,8.63
485091,InstFuelRate_custom,0X0,0X0,0,0,0.32
485091,AvgFuelRate_custom,0X0,0X0,0,0,inf
485091,BoostPress_custom,0X0,0X0,0,0,-5.00
485181,CoolantTemp,0X1,0X5,146,0,106.00
485261,OilTemp,0X22,0X5822,167,0,107.00
485343,OilPress,0X22,0X586f,2534,0,9265.00
485424,FuelPress,0X1,0X23,550,0,1408101.00
485499,MAP,0X1,0Xb,95,0,95.00
486060,BaroPress,0X1,0X33,0,0,101.00
486139,RunTime,0X1,0X1f,516,0,516.00
486218,AFR,0X1,0X44,0,0,1.16
486300,MAF,0X1,0X10,339,0,868.00
486369,RPM,0X1,0Xc,0,0,1634.50
486444,EngineLoad,0X1,0X4,0,0,51.76
486444,InstFuelRate_custom,0X0,0X0,0,0,0.28
486444,AvgFuelRate_custom,0X0,0X0,0,0,inf
486444,BoostPress_custom,0X0,0X0,0,0,-6.00
486540,CoolantTemp,0X1,0X5,145,0,105.00
486620,OilTemp,0X22,0X5822,167,0,107.00
486711,OilPress,0X22,0X586f,4093,0,15026.00
486791,FuelPress,0X1,0X23,1083,0,2772581.00
486871,MAP,0X1,0Xb,107,0,107.00
486950,BaroPress,0X1,0X33,0,0,101.00
487030,RunTime,0X1,0X1f,516,0,516.00
487349,AFR,0X1,0X44,0,0,2.00
487440,MAF,0X1,0X10,406,0,1040.00
487519,RPM,0X1,0Xc,0,0,1885.50
487598,EngineLoad,0X1,0X4,0,0,8.63
487599,InstFuelRate_custom,0X0,0X0,0,0,0.34
487599,AvgFuelRate_custom,0X0,0X0,0,0,inf
487599,BoostPress_custom,0X0,0X0,0,0,6.00
487678,CoolantTemp,0X1,0X5,145,0,105.00
487764,OilTemp,0X22,0X5822,167,0,107.00
487839,OilPress,0X22,0X586f,3388,0,12421.00
487908,FuelPress,0X1,0X23,216,0,553061.00
487983,MAP,0X1,0Xb,95,0,95.00
488059,BaroPress,0X1,0X33,0,0,101.00
488134,RunTime,0X1,0X1f,518,0,518.00
488208,AFR,0X1,0X44,0,0,2.00
488283,MAF,0X1,0X10,262,0,671.00
488358,RPM,0X1,0Xc,0,0,1171.00
488428,EngineLoad,0X1,0X4,0,0,57.65
488429,InstFuelRate_custom,0X0,0X0,0,0,0.22
488429,AvgFuelRate_custom,0X0,0X0,0,0,inf
488429,BoostPress_custom,0X0,0X0,0,0,-6.00
488508,CoolantTemp,0X1,0X5,145,0,105.00
488579,OilTemp,0X22,0X5822,167,0,107.00
488665,OilPress,0X22,0X586f,4565,0,16771.00
488739,FuelPress,0X1,0X23,677,0,1733221.00
488813,MAP,0X1,0Xb,80,0,80.00
489054,BaroPress,0X1,0X33,0,0,101.00
489129,RunTime,0X1,0X1f,519,0,519.00
490143,AFR,0X1,0X44,0,0,0.91
490219,MAF,0X1,0X10,289,0,740.00
490294,RPM,0X1,0Xc,0,0,1209.00
490368,EngineLoad,0X1,0X4,0,0,10.98
490368,InstFuelRate_custom,0X0,0X0,0,0,inf
490369,AvgFuelRate_custom,0X0,0X0,0,0,inf
490369,BoostPress_custom,0X0,0X0,0,0,-21.00
490452,CoolantTemp,0X1,0X5,145,0,105.00
490533,OilTemp,0X22,0X5822,167,0,107.00
490614,OilPress,0X22,0X586f,3277,0,12011.00
490700,FuelPress,0X1,0X23,585,0,1497701.00
490780,MAP,0X1,0Xb,95,0,95.00
491013,BaroPress,0X1,0X33,0,0,101.00
491088,RunTime,0X1,0X1f,521,0,521.00
491465,AFR,0X1,0X44,0,0,0.90
491540,MAF,0X1,0X10,248,0,635.00
491630,RPM,0X1,0Xc,0,0,870.50
491698,EngineLoad,0X1,0X4,0,0,17.25
491699,InstFuelRate_custom,0X0,0X0,0,0,inf
491699,AvgFuelRate_custom,0X0,0X0,0,0,inf
491699,BoostPress_custom,0X0,0X0,0,0,-6.00
491783,CoolantTemp,0X1,0X5,145,0,105.00
491863,OilTemp,0X22,0X5822,167,0,107.00
491945,OilPress,0X22,0X586f,3120,0,11430.00
492019,FuelPress,0X1,0X23,524,0,1341541.00
492089,MAP,0X1,0Xb,96,0,96.00
492164,BaroPress,0X1,0X33,0,0,101.00
492239,RunTime,0X1,0X1f,522,0,522.00
492314,AFR,0X1,0X44,0,0,0.90
492394,MAF,0X1,0X10,289,0,740.00
492474,RPM,0X1,0Xc,0,0,759.00
492554,EngineLoad,0X1,0X4,0,0,23.53
492554,InstFuelRate_custom,0X0,0X0,0,0,inf
492554,AvgFuelRate_custom,0X0,0X0,0,0,inf
492554,BoostPress_custom,0X0,0X0,0,0,-5.00
492638,CoolantTemp,0X1,0X5,145,0,105.00
492724,OilTemp,0X22,0X5822,167,0,107.00
492799,OilPress,0X22,0X586f,3188,0,11682.00
492879,FuelPress,0X1,0X23,521,0,1333861.00
492953,MAP,0X1,0Xb,97,0,97.00
493273,BaroPress,0X1,0X33,0,0,101.00
493353,RunTime,0X1,0X1f,523,0,523.00
493673,AFR,0X1,0X44,0,0,0.90
493754,MAF,0X1,0X10,1062,0,2719.00
493829,RPM,0X1,0Xc,0,0,874.00
493903,EngineLoad,0X1,0X4,0,0,67.84
493904,InstFuelRate_custom,0X0,0X0,0,0,inf
493904,AvgFuelRate_custom,0X0,0X0,0,0,inf
493904,BoostPress_custom,0X0,0X0,0,0,-4.00
494001,CoolantTemp,0X1,0X5,145,0,105.00
494081,OilTemp,0X22,0X5822,167,0,107.00
494163,OilPress,0X22,0X586f,3095,0,11338.00
494243,FuelPress,0X1,0X23,537,0,1374821.00
494323,MAP,0X1,0Xb,96,0,96.00
494558,BaroPress,0X1,0X33,0,0,101.00
494634,RunTime,0X1,0X1f,524,0,524.00
494804,AFR,0X1,0X44,0,0,0.94
494885,MAF,0X1,0X10,739,0,1892.00
494960,RPM,0X1,0Xc,0,0,1260.00
495040,EngineLoad,0X1,0X4,0,0,21.18
495041,InstFuelRate_custom,0X0,0X0,0,0,inf
495041,AvgFuelRate_custom,0X0,0X0,0,0,inf
495041,BoostPress_custom,0X0,0X0,0,0,-5.00
495131,CoolantTemp,0X1,0X5,145,0,105.00
495211,OilTemp,0X22,0X5822,167,0,107.00
495292,OilPress,0X22,0X586f,3045,0,11153.00
495371,FuelPress,0X1,0X23,612,0,1566821.00
495451,MAP,0X1,0Xb,97,0,97.00
495531,BaroPress,0X1,0X33,0,0,101.00
495610,RunTime,0X1,0X1f,525,0,525.00
495691,AFR,0X1,0X44,0,0,0.99
495770,MAF,0X1,0X10,298,0,763.00
495855,RPM,0X1,0Xc,0,0,1215.00
495929,EngineLoad,0X1,0X4,0,0,11.37
495930,InstFuelRate_custom,0X0,0X0,0,0,inf
495930,AvgFuelRate_custom,0X0,0X0,0,0,inf
495930,BoostPress_custom,0X0,0X0,0,0,-4.00
496009,CoolantTemp,0X1,0X5,145,0,105.00
496095,OilTemp,0X22,0X5822,167,0,107.00
496180,OilPress,0X22,0X586f,2804,0,10263.00
496260,FuelPress,0X1,0X23,468,0,1198181.00
496340,MAP,0X1,0Xb,96,0,96.00
496420,BaroPress,0X1,0X33,0,0,101.00
496495,RunTime,0X1,0X1f,526,0,526.00
496570,AFR,0X1,0X44,0,0,1.00
496640,MAF,0X1,0X10,476,0,1219.00
496715,RPM,0X1,0Xc,0,0,977.50
496789,EngineLoad,0X1,0X4,0,0,27.06
496789,InstFuelRate_custom,0X0,0X0,0,0,inf
496789,AvgFuelRate_custom,0X0,0X0,0,0,inf
496789,BoostPress_custom,0X0,0X0,0,0,-5.00
496880,CoolantTemp,0X1,0X5,145,0,105.00
496950,OilTemp,0X22,0X5822,167,0,107.00
497020,OilPress,0X22,0X586f,2530,0,9250.00
497095,FuelPress,0X1,0X23,498,0,1274981.00
497169,MAP,0X1,0Xb,98,0,98.00
497244,BaroPress,0X1,0X33,0,0,101.00
497324,RunTime,0X1,0X1f,527,0,527.00
497405,AFR,0X1,0X44,0,0,1.00
497479,MAF,0X1,0X10,645,0,1652.00
497554,RPM,0X1,0Xc,0,0,1052.00
497634,EngineLoad,0X1,0X4,0,0,30.20
497634,InstFuelRate_custom,0X0,0X0,0,0,inf
497634,AvgFuelRate_custom,0X0,0X0,0,0,inf
497634,BoostPress_custom,0X0,0X0,0,0,-3.00
497719,CoolantTemp,0X1,0X5,146,0,106.00
497800,OilTemp,0X22,0X5822,167,0,107.00
497880,OilPress,0X22,0X586f,2709,0,9911.00
497955,FuelPress,0X1,0X23,518,0,1326181.00
498030,MAP,0X1,0Xb,98,0,98.00
498109,BaroPress,0X1,0X33,0,0,101.00
498189,RunTime,0X1,0X1f,528,0,528.00
498265,AFR,0X1,0X44,0,0,1.00
498350,MAF,0X1,0X10,701,0,1795.00
498424,RPM,0X1,0Xc,0,0,1151.50
498499,EngineLoad,0X1,0X4,0,0,27.84
498499,InstFuelRate_custom,0X0,0X0,0,0,0.58
498499,AvgFuelRate_custom,0X0,0X0,0,0,inf
498500,BoostPress_custom,0X0,0X0,0,0,-3.00
498589,CoolantTemp,0X1,0X5,146,0,106.00
498659,OilTemp,0X22,0X5822,167,0,107.00
498734,OilPress,0X22,0X586f,2884,0,10558.00
498809,FuelPress,0X1,0X23,547,0,1400421.00
498879,MAP,0X1,0Xb,98,0,98.00
498948,BaroPress,0X1,0X33,0,0,101.00
499034,RunTime,0X1,0X1f,528,0,528.00
499114,AFR,0X1,0X44,0,0,1.00
499194,MAF,0X1,0X10,601,0,1539.00
499269,RPM,0X1,0Xc,0,0,1216.00
499344,EngineLoad,0X1,0X4,0,0,24.71
499344,InstFuelRate_custom,0X0,0X0,0,0,0.50
499344,AvgFuelRate_custom,0X0,0X0,0,0,inf
499344,BoostPress_custom,0X0,0X0,0,0,-3.00
499428,CoolantTemp,0X1,0X5,146,0,106.00
499499,OilTemp,0X22,0X5822,167,0,107.00
499575,OilPress,0X22,0X586f,2965,0,10858.00
499649,FuelPress,0X1,0X23,569,0,1456741.00
499718,MAP,0X1,0Xb,97,0,97.00
500088,BaroPress,0X1,0X33,0,0,101.00
500163,RunTime,0X1,0X1f,530,0,530.00
500402,AFR,0X1,0X44,0,0,1.00
500482,MAF,0X1,0X10,284,0,728.00
500561,RPM,0X1,0Xc,0,0,1225.50
500668,EngineLoad,0X1,0X4,0,0,10.59
500669,InstFuelRate_custom,0X0,0X0,0,0,0.23
500669,AvgFuelRate_custom,0X0,0X0,0,0,inf
500669,BoostPress_custom,0X0,0X0,0,0,-4.00
500750,CoolantTemp,0X1,0X5,146,0,106.00
500840,OilTemp,0X22,0X5822,167,0,107.00
500926,OilPress,0X22,0X586f,2833,0,10370.00
501054,FuelPress,0X1,0X23,474,0,1213541.00
501130,MAP,0X1,0Xb,96,0,96.00
501198,BaroPress,0X1,0X33,0,0,101.00
501273,RunTime,0X1,0X1f,531,0,531.00
501354,AFR,0X1,0X44,0,0,1.00
501434,MAF,0X1,0X10,292,0,748.00
501509,RPM,0X1,0Xc,0,0,974.50
501584,EngineLoad,0X1,0X4,0,0,15.29
501584,InstFuelRate_custom,0X0,0X0,0,0,inf
501584,AvgFuelRate_custom,0X0,0X0,0,0,inf
501584,BoostPress_custom,0X0,0X0,0,0,-5.00
501680,CoolantTemp,0X1,0X5,146,0,106.00
501761,OilTemp,0X22,0X5822,167,0,107.00
501841,OilPress,0X22,0X586f,2521,0,9217.00
501920,FuelPress,0X1,0X23,462,0,1182821.00
502010,MAP,0X1,0Xb,96,0,96.00
502091,BaroPress,0X1,0X33,0,0,101.00
502170,RunTime,0X1,0X1f,532,0,532.00
502404,AFR,0X1,0X44,0,0,1.00
502479,MAF,0X1,0X10,284,0,728.00
502554,RPM,0X1,0Xc,0,0,933.50
502628,EngineLoad,0X1,0X4,0,0,16.08
502629,InstFuelRate_custom,0X0,0X0,0,0,inf
502629,AvgFuelRate_custom,0X0,0X0,0,0,inf
502629,BoostPress_custom,0X0,0X0,0,0,-5.00
502719,CoolantTemp,0X1,0X5,146,0,106.00
502801,OilTemp,0X22,0X5822,167,0,107.00
502881,OilPress,0X22,0X586f,2451,0,8958.00
502963,FuelPress,0X1,0X23,470,0,1203301.00
503042,MAP,0X1,0Xb,95,0,95.00
503122,BaroPress,0X1,0X33,0,0,101.00
503203,RunTime,0X1,0X1f,533,0,533.00
503594,AFR,0X1,0X44,0,0,1.00
503674,MAF,0X1,0X10,270,0,692.00
503749,RPM,0X1,0Xc,0,0,811.00
503824,EngineLoad,0X1,0X4,0,0,20.39
503824,InstFuelRate_custom,0X0,0X0,0,0,inf
503824,AvgFuelRate_custom,0X0,0X0,0,0,inf
503824,BoostPress_custom,0X0,0X0,0,0,-6.00
503910,CoolantTemp,0X1,0X5,146,0,106.00
503979,OilTemp,0X22,0X5822,167,0,107.00
504070,OilPress,0X22,0X586f,2407,0,8795.00
504150,FuelPress,0X1,0X23,471,0,1205861.00
504229,MAP,0X1,0Xb,96,0,96.00
504298,BaroPress,0X1,0X33,0,0,101.00
504373,RunTime,0X1,0X1f,534,0,534.00
504454,AFR,0X1,0X44,0,0,1.00
504528,MAF,0X1,0X10,262,0,671.00
504604,RPM,0X1,0Xc,0,0,809.00
504684,EngineLoad,0X1,0X4,0,0,20.39
504684,InstFuelRate_custom,0X0,0X0,0,0,inf
504684,AvgFuelRate_custom,0X0,0X0,0,0,inf
504684,BoostPress_custom,0X0,0X0,0,0,-5.00
504768,CoolantTemp,0X1,0X5,146,0,106.00
504844,OilTemp,0X22,0X5822,167,0,107.00
504919,OilPress,0X22,0X586f,2887,0,10569.00
504989,FuelPress,0X1,0X23,464,0,1187941.00
505069,MAP,0X1,0Xb,96,0,96.00
505376,BaroPress,0X1,0X33,0,0,101.00
505454,RunTime,0X1,0X1f,535,0,535.00
505534,AFR,0X1,0X44,0,0,1.00
505610,MAF,0X1,0X10,270,0,692.00
505694,RPM,0X1,0Xc,0,0,793.00
505770,EngineLoad,0X1,0X4,0,0,21.57
505770,InstFuelRate_custom,0X0,0X0,0,0,inf
505770,AvgFuelRate_custom,0X0,0X0,0,0,inf
505770,BoostPress_custom,0X0,0X0,0,0,-5.00
505871,CoolantTemp,0X1,0X5,146,0,106.00
505950,OilTemp,0X22,0X5822,167,0,107.00
506020,OilPress,0X22,0X586f,2940,0,10765.00
506099,FuelPress,0X1,0X23,470,0,1203301.00
506174,MAP,0X1,0Xb,96,0,96.00
506249,BaroPress,0X1,0X33,0,0,101.00
506324,RunTime,0X1,0X1f,536,0,536.00
506400,AFR,0X1,0X44,0,0,1.00
506479,MAF,0X1,0X10,253,0,648.00
506560,RPM,0X1,0Xc,0,0,885.00
506639,EngineLoad,0X1,0X4,0,0,17.25
